"r";"nsd_id";"election_year";"start";"end";"cabinet_name";"last_name";"first_name";"party";"election_date";"cause";"reshuffle";"prime_minister";"gender";"education";"duration";"birth";"pre45_exp";"CabinetType";"structure";"From";"To";"cabinet_duration";"CabinetPartiesNor";"year_start";"year_end";"post";"resigcalls";"resigcalls_cum";"rc_cum_lag";"rc_opposition";"rc_paper";"rc_organization";"rc_party";"rc_expert";"rc_citizens";"rc_voteofconf";"parl_start";"parlTen_cum";"youthCen";"youthLoc";"minister_exp_cum_y_lag";"parlTen_dum";"start_year";"age";"age_cen";"pm_name";"education_dum";"dur_start";"dur_end";"leave";"event2";"jurisdiction";"rc_paper_dum";"rc_party_dum";"rc_organization_dum";"rc_opposition_dum";"timeint"
"213";395;1993;1993-10-01;1996-10-24;"Brundtland IV";"Johnsen";"Sigbjørn";"DNA";"1993-09-13";"Not dismissed";"0";0;"Male";"Higher education";1119;1950;0;"Minority";"Single-party";1993-10-01;1996-10-24;1119;"Ap";1993;1996;"Finansminister";2;4;2;2;0;0;0;0;0;0;"1993-10-01";5121;1;1;2,90759753593429;1;1993;43;-6,16490166414523;"Brundtland";"Higher";0;1119;0;0;"Finance";0;0;0;1;3,8692598170354
"214";395;2009;2009-10-21;2013-09-30;"Stoltenberg III";"Johnsen";"Sigbjørn";"DNA";"2009-09-14";"Not dismissed";"0";0;"Male";"Higher education";1440;1950;0;"Majority";"Coalition";2009-10-21;2013-09-30;1440;"Ap+SV+Sp";2009;2013;"Finansminister";0;4;4;0;0;0;0;0;0;0;"2009-10-01";5121;0;0;5,97125256673511;1;2009;59;9,83509833585477;"Stoltenberg";"Higher";0;1440;0;0;"Finance";0;0;0;0;4,15828399908483
"215";396;1977;1978-01-11;1979-10-08;"Nordli II";"Jordahl";"Asbjørn";"DNA";"1977-10-12";"Unkown";"0";0;"Male";"Higher education";635;1932;0;"Minority";"Single-party";1977-10-01;1981-02-03;1221;"Ap";1978;1979;"Samferdselsminister";1;1;0;0;1;0;0;0;0;0;"1977-10-01";826;0;1;0;1;1978;46;-3,16490166414523;"Nordli";"Higher";102;737;0;1;"Transport";1;0;0;0;3,471536976908
"216";419;1969;1972-10-18;1973-10-15;"Korvald I";"Kleppe";"Johan";"V";"1969-09-08";"Not dismissed";"0";0;"Male";"Higher education";362;1928;0;"Minority";"Coalition";1972-10-18;1973-10-15;362;"KrF+Sp+V";1972;1973;"Forsvarsminister";0;0;0;0;0;0;0;0;0;0;"1969-10-01";1114;0;0;0;1;1972;44;-5,16490166414523;"Korvald";"Higher";0;362;0;0;"Defence";0;0;0;0;3,29413694044242
"217";420;1969;1971-03-17;1972-10-17;"Bratteli I";"Kleppe";"Per Andreas";"DNA";"1969-09-08";"Not dismissed";"0";0;"Male";"Higher education";580;1923;0;"Minority";"Single-party";1971-03-17;1972-10-17;580;"Ap";1971;1972;"Handelsminister";0;0;0;0;0;0;0;0;0;0;"1969-10-01";0;0;0;0;0;1971;48;-1,16490166414523;"Bratteli";"Higher";0;580;0;0;"Trade";0;0;0;0;3,23330914918197
"218";420;1973;1973-10-16;1976-01-14;"Bratteli II";"Kleppe";"Per Andreas";"DNA";"1973-10-10";"Not dismissed";"0";0;"Male";"Higher education";820;1923;0;"Minority";"Single-party";1973-10-16;1976-01-14;820;"Ap";1973;1976;"Finansminister";0;0;0;0;0;0;0;0;0;0;"1973-10-01";0;0;0;1,58795345653662;0;1973;50;0,835098335854767;"Bratteli";"Higher";0;820;0;0;"Finance";0;0;0;0;3,33034495495376
"219";420;1973;1976-01-15;1977-09-30;"Nordli I";"Kleppe";"Per Andreas";"DNA";"1973-10-10";"Not dismissed";"0";0;"Male";"Higher education";624;1923;0;"Minority";"Single-party";1976-01-15;1977-09-30;624;"Ap";1976;1977;"Finansminister";0;0;0;0;0;0;0;0;0;0;"1973-10-01";0;0;0;3,83299110198494;0;1976;53;3,83509833585477;"Nordli";"Higher";0;624;0;0;"Finance";0;0;0;0;3,40770139567534
"220";420;1977;1977-10-01;1979-10-08;"Nordli II";"Kleppe";"Per Andreas";"DNA";"1977-10-12";"Unkown";"0";0;"Male";"Higher education";737;1923;0;"Minority";"Single-party";1977-10-01;1981-02-03;1221;"Ap";1977;1979;"Finansminister";4;4;0;2;1;0;1;0;0;0;"1977-10-01";0;0;0;5,54140999315537;0;1977;54;4,83509833585477;"Nordli";"Higher";0;737;0;1;"Finance";1;1;0;1;3,46282269707221
"221";420;1977;1980-01-01;1981-02-03;"Nordli II";"Kleppe";"Per Andreas";"DNA";"1977-10-12";"Not dismissed";"0";0;"Male";"Higher education";399;1923;0;"Minority";"Single-party";1977-10-01;1981-02-03;1221;"Ap";1980;1981;"Planleggingsminister";0;4;4;0;0;0;0;0;0;0;"1977-10-01";0;0;0;7,55920602327173;0;1980;57;7,83509833585477;"Nordli";"Higher";822;1221;0;0;"Administration";0;0;0;0;3,53098002709689
"222";425;1989;1992-09-04;1993-09-30;"Brundtland III";"Knudsen";"Grete";"DNA";"1989-09-11";"Not dismissed";"0";0;"Female";"Higher education";391;1940;0;"Minority";"Single-party";1990-11-03;1993-09-30;1062;"Ap";1992;1993;"Sosialminister";0;0;0;0;0;0;0;0;0;0;"1989-10-01";2544;0;0;0;1;1992;52;2,83509833585477;"Brundtland";"Higher";671;1062;0;0;"Social";0;0;0;0;3,84660250750992
"223";425;1993;1993-10-01;1994-01-24;"Brundtland IV";"Knudsen";"Grete";"DNA";"1993-09-13";"Not dismissed";"0";0;"Female";"Higher education";115;1940;0;"Minority";"Single-party";1993-10-01;1996-10-24;1119;"Ap";1993;1994;"Sosialminister";0;0;0;0;0;0;0;0;0;0;"1993-10-01";2544;0;0;1,07049965776865;1;1993;53;3,83509833585477;"Brundtland";"Higher";0;115;0;0;"Social";0;0;0;0;3,8692598170354
"224";425;1993;1994-01-24;1996-10-24;"Brundtland IV";"Knudsen";"Grete";"DNA";"1993-09-13";"Not dismissed";"1";0;"Female";"Higher education";1004;1940;0;"Minority";"Single-party";1993-10-01;1996-10-24;1119;"Ap";1994;1996;"Handelsminister";0;0;0;0;0;0;0;0;0;0;"1993-10-01";2544;0;0;1,38535249828884;1;1994;54;4,83509833585477;"Brundtland";"Higher";115;1119;0;0;"Trade";0;0;0;0;3,87581049410149
"225";425;1993;1996-10-25;1997-10-16;"Jagland I";"Knudsen";"Grete";"DNA";"1993-09-13";"Not dismissed";"0";0;"Female";"Higher education";356;1940;0;"Minority";"Single-party";1996-10-25;1997-10-16;356;"Ap";1996;1997;"Handelsminister";0;0;0;0;0;0;0;0;0;0;"1993-10-01";2544;0;0;4,13415468856947;1;1996;56;6,83509833585477;"Jagland";"Higher";0;356;0;0;"Trade";0;0;0;0;3,93130208304563
"226";425;1997;2000-03-17;2001-10-18;"Stoltenberg I";"Knudsen";"Grete";"DNA";"1997-09-15";"Not dismissed";"0";0;"Female";"Higher education";580;1940;0;"Minority";"Single-party";2000-03-17;2001-10-18;580;"Ap";2000;2001;"Næringsminister";1;1;0;1;0;0;0;0;0;0;"1997-10-01";3426;0;0;5,1088295687885;1;2000;60;10,8350983358548;"Stoltenberg";"Higher";0;580;0;0;"Industry";0;0;0;1;3,99572981815622
"227";426;1949;1952-12-20;1954-01-10;"Torp I";"Knudsen";"Kai Birger";"DNA";"1949-10-10";"Not dismissed";"0";0;"Male";"Higher education";386;1903;0;"Majority";"Single-party";1951-11-19;1954-01-10;783;"Ap";1952;1954;"Justisminister";0;0;0;0;0;0;0;0;0;0;"1949-10-01";0;0;0;0;0;1952;49;-0,164901664145233;"Torp";"Higher";397;783;0;0;"Justice";0;0;0;0;1,96383785436376
"228";426;1953;1954-01-11;1954-06-15;"Torp II";"Knudsen";"Kai Birger";"DNA";"1953-10-12";"Not dismissed";"0";0;"Male";"Higher education";155;1903;0;"Majority";"Single-party";1954-01-11;1955-01-21;375;"Ap";1954;1954;"Justisminister";0;0;0;0;0;0;0;0;0;0;"1953-10-01";0;0;0;1,05681040383299;0;1954;51;1,83509833585477;"Torp";"Higher";0;155;0;0;"Justice";0;0;0;0;2,10244661575392
"229";426;1953;1954-06-15;1955-01-21;"Torp II";"Knudsen";"Kai Birger";"DNA";"1953-10-12";"Not dismissed";"1";0;"Male";"Higher education";220;1903;0;"Majority";"Single-party";1954-01-11;1955-01-21;375;"Ap";1954;1955;"Forsvarsminister";0;0;0;0;0;0;0;0;0;0;"1953-10-01";0;0;0;1,48117727583847;0;1954;51;1,83509833585477;"Torp";"Higher";155;375;0;0;"Defence";0;0;0;0;2,15298711850373
"230";437;1969;1972-10-18;1973-10-15;"Korvald I";"Kolstad";"Eva Lundengaard";"V";"1969-09-08";"Not dismissed";"0";0;"Female";"Higher education";362;1918;0;"Minority";"Coalition";1972-10-18;1973-10-15;362;"KrF+Sp+V";1972;1973;"Forbruker- og administrasjonsminister";0;0;0;0;0;0;0;0;0;0;"1969-10-01";0;0;0;0;0;1972;54;4,83509833585477;"Korvald";"Higher";0;362;0;0;"Administration";0;0;0;0;3,29413694044242
"231";438;1981;1981-10-14;1983-06-07;"Willoch I";"Koppernæs";"Inger";"H";"1981-10-14";"Not dismissed";"0";0;"Female";"Higher education";601;1928;0;"Minority";"Single-party";1981-10-14;1983-06-07;601;"H";1981;1983;"Samferdselsminister";0;0;0;0;0;0;0;0;0;0;"1981-10-01";859;0;0;0;1;1981;53;3,83509833585477;"Willoch";"Higher";0;601;0;0;"Transport";0;0;0;0;3,58192058213912
"232";439;1961;1963-08-28;1963-09-24;"Lyng I";"Koren";"Petter Mørch";"KrF";"1961-09-11";"Not dismissed";"0";0;"Male";"Higher education";27;1910;0;"Minority";"Coalition";1963-08-28;1963-09-24;27;"H+Sp+KrF+V";1963;1963;"Justisminister";0;0;0;0;0;0;0;0;0;0;"1961-10-01";0;0;0;0;0;1963;53;3,83509833585477;"Lyng";"Higher";0;27;0;0;"Justice";0;0;0;0;2,87989805640249
"233";439;1969;1972-10-18;1973-10-15;"Korvald I";"Koren";"Petter Mørch";"KrF";"1969-09-08";"Not dismissed";"0";0;"Male";"Higher education";362;1910;0;"Minority";"Coalition";1972-10-18;1973-10-15;362;"KrF+Sp+V";1972;1973;"Justisminister";0;0;0;0;0;0;0;0;0;0;"1969-10-01";0;0;0;0,0739219712525667;0;1972;62;12,8350983358548;"Korvald";"Higher";0;362;0;0;"Justice";0;0;0;0;3,29413694044242
"234";442;1961;1963-08-28;1963-09-24;"Lyng I";"Kortner";"Olaf Erling";"V";"1961-09-11";"Not dismissed";"0";0;"Male";"Higher education";27;1920;0;"Minority";"Coalition";1963-08-28;1963-09-24;27;"H+Sp+KrF+V";1963;1963;"Kirke- og undervisningsminister";0;0;0;0;0;0;0;0;0;0;"1961-10-01";0;0;0;0;0;1963;43;-6,16490166414523;"Lyng";"Higher";0;27;0;0;"Education";0;0;0;0;2,87989805640249
"235";443;1969;1972-10-18;1973-10-15;"Korvald I";"Korvald";"Lars";"KrF";"1969-09-08";"Not dismissed";"0";1;"Male";"Higher education";362;1916;0;"Minority";"Coalition";1972-10-18;1973-10-15;362;"KrF+Sp+V";1972;1973;"Statsminister";1;1;0;1;0;0;0;0;0;0;"1969-10-01";4036;0;0;0;1;1972;56;6,83509833585477;"Korvald";"Higher";0;362;0;0;"Prime minister";0;0;0;1;3,29413694044242
"236";445;1977;1981-02-04;1981-10-13;"Brundtland I";"Kristensen";"Finn";"DNA";"1977-10-12";"Not dismissed";"0";0;"Male";"High school";251;1936;0;"Minority";"Single-party";1981-02-04;1981-10-13;251;"Ap";1981;1981;"Industriminister";0;0;0;0;0;0;0;0;0;0;"1977-10-01";4145;0;1;0;1;1981;45;-4,16490166414523;"Brundtland";"Lower";0;251;0;0;"Industry";0;0;0;0;3,56253834178789
"237";445;1985;1986-05-09;1989-10-15;"Brundtland II";"Kristensen";"Finn";"DNA";"1985-09-09";"Not dismissed";"0";0;"Male";"High school";1255;1936;0;"Minority";"Single-party";1986-05-09;1989-10-15;1255;"Ap";1986;1989;"Industriminister";0;0;0;0;0;0;0;0;0;0;"1985-10-01";4145;0;0;0,687200547570157;1;1986;50;0,835098335854767;"Brundtland";"Lower";0;1255;0;0;"Industry";0;0;0;0;3,70153010232154
"238";445;1989;1990-11-03;1993-09-30;"Brundtland III";"Kristensen";"Finn";"DNA";"1989-09-11";"Not dismissed";"0";0;"Male";"High school";1062;1936;0;"Minority";"Single-party";1990-11-03;1993-09-30;1062;"Ap";1990;1993;"Olje- og energiminister";1;1;0;0;0;0;0;1;0;0;"1989-10-01";4145;0;0;4,12320328542094;1;1990;54;4,83509833585477;"Brundtland";"Lower";0;1062;0;0;"Industry";0;0;0;0;3,80658643546751
"239";445;1993;1993-10-01;1993-10-07;"Brundtland IV";"Kristensen";"Finn";"DNA";"1993-09-13";"Unknown";"0";0;"Male";"High school";6;1936;0;"Minority";"Single-party";1993-10-01;1996-10-24;1119;"Ap";1993;1993;"Olje- og energiminister";0;1;1;0;0;0;0;0;0;0;"1993-10-01";4145;0;0;7,03080082135524;1;1993;57;7,83509833585477;"Brundtland";"Lower";0;6;0;1;"Industry";0;0;0;0;3,8692598170354
"240";448;1981;1983-06-08;1985-09-30;"Willoch II";"Kristiansen";"Kåre Gulbrand";"KrF";"1981-10-14";"Not dismissed";"0";0;"Male";"Higher education";845;1920;0;"Majority";"Coalition";1983-06-08;1985-09-30;845;"H+KrF+Sp";1983;1985;"Olje- og energiminister";0;0;0;0;0;0;0;0;0;0;"1981-10-01";2077;1;0;0;1;1983;63;13,8350983358548;"Willoch";"Higher";0;845;0;0;"Industry";0;0;0;0;3,62675644813121
"241";448;1985;1985-10-01;1986-05-08;"Willoch III";"Kristiansen";"Kåre Gulbrand";"KrF";"1985-09-09";"Not dismissed";"0";0;"Male";"Higher education";219;1920;0;"Minority";"Coalition";1985-10-01;1986-05-08;219;"H+KrF+Sp";1985;1986;"Olje- og energiminister";0;0;0;0;0;0;0;0;0;0;"1985-10-01";3318;1;0;2,31348391512663;1;1985;65;15,8350983358548;"Willoch";"Higher";0;219;0;0;"Industry";0;0;0;0;3,68654956886893
"242";458;1961;1963-08-28;1963-09-24;"Lyng I";"Kyllingmark";"Håkon Olai";"H";"1961-09-11";"Not dismissed";"0";0;"Male";"Higher education";27;1915;0;"Minority";"Coalition";1963-08-28;1963-09-24;27;"H+Sp+KrF+V";1963;1963;"Forsvarsminister";0;0;0;0;0;0;0;0;0;0;"1961-10-01";4354;0;1;0;1;1963;48;-1,16490166414523;"Lyng";"Higher";0;27;0;0;"Defence";0;0;0;0;2,87989805640249
"243";458;1965;1965-10-12;1969-09-30;"Borten I";"Kyllingmark";"Håkon Olai";"H";"1965-09-13";"Not dismissed";"0";0;"Male";"Higher education";1449;1915;0;"Majority";"Coalition";1965-10-12;1969-09-30;1449;"H+Sp+KrF+V";1965;1969;"Samferdselsminister";0;0;0;0;0;0;0;0;0;0;"1965-10-01";4365;0;1;0,0739219712525667;1;1965;50;0,835098335854767;"Borten";"Higher";0;1449;0;0;"Transport";0;0;0;0;2,99257877810457
"244";458;1969;1969-10-01;1971-03-16;"Borten II";"Kyllingmark";"Håkon Olai";"H";"1969-09-08";"Not dismissed";"0";0;"Male";"Higher education";531;1915;0;"Majority";"Coalition";1969-10-01;1971-03-16;531;"H+Sp+KrF+V";1969;1971;"Samferdselsminister";0;0;0;0;0;0;0;0;0;0;"1969-10-01";5293;0;1;4,04106776180698;1;1969;54;4,83509833585477;"Borten";"Higher";0;531;0;0;"Transport";0;0;0;0;3,17416766703903
"245";462;1945;1946-02-02;1950-01-10;"Gerhardsen II";"Lange";"Halvard Manthey";"DNA";"1945-10-08";"Not dismissed";"0";0;"Male";"Higher education";1438;1902;0;"Majority";"Single-party";1945-11-05;1950-01-10;1527;"Ap";1946;1950;"Utenriksminister";0;0;0;0;0;0;0;0;0;0;"1945-10-01";0;0;0;0;0;1946;44;-5,16490166414523;"Gerhardsen";"Higher";89;1527;0;0;"Foreign affairs";0;0;0;0;-1,40077238030054
"246";462;1949;1950-01-11;1951-11-18;"Gerhardsen III";"Lange";"Halvard Manthey";"DNA";"1949-10-10";"Not dismissed";"0";0;"Male";"Higher education";676;1902;0;"Majority";"Single-party";1950-01-11;1951-11-18;676;"Ap";1950;1951;"Utenriksminister";0;0;0;0;0;0;0;0;0;0;"1949-10-01";0;0;0;3,93702943189596;0;1950;48;-1,16490166414523;"Gerhardsen";"Higher";0;676;0;0;"Foreign affairs";0;0;0;0;1,43178715529825
"247";462;1949;1951-11-19;1954-01-10;"Torp I";"Lange";"Halvard Manthey";"DNA";"1949-10-10";"Not dismissed";"0";0;"Male";"Higher education";783;1902;0;"Majority";"Single-party";1951-11-19;1954-01-10;783;"Ap";1951;1954;"Utenriksminister";0;0;0;0;0;0;0;0;0;0;"1949-10-01";0;0;0;5,78781656399726;0;1951;49;-0,164901664145233;"Torp";"Higher";0;783;0;0;"Foreign affairs";0;0;0;0;1,79835414918264
"248";462;1953;1954-01-11;1955-01-21;"Torp II";"Lange";"Halvard Manthey";"DNA";"1953-10-12";"Not dismissed";"0";0;"Male";"Higher education";375;1902;0;"Majority";"Single-party";1954-01-11;1955-01-21;375;"Ap";1954;1955;"Utenriksminister";0;0;0;0;0;0;0;0;0;0;"1953-10-01";0;0;0;7,9315537303217;0;1954;52;2,83509833585477;"Torp";"Higher";0;375;0;0;"Foreign affairs";0;0;0;0;2,10244661575392
"249";462;1953;1955-01-22;1957-08-23;"Gerhardsen IV";"Lange";"Halvard Manthey";"DNA";"1953-10-12";"Leave of absence";"0";0;"Male";"Higher education";944;1902;0;"Majority";"Single-party";1955-01-22;1958-01-10;1084;"Ap";1955;1957;"Utenriksminister";0;0;0;0;0;0;0;0;0;0;"1953-10-01";0;0;0;8,95824777549624;0;1955;53;3,83509833585477;"Gerhardsen";"Higher";0;944;1;0;"Foreign affairs";0;0;0;0;2,22089832411994
"250";462;1953;1957-10-15;1958-01-10;"Gerhardsen IV";"Lange";"Halvard Manthey";"DNA";"1953-10-12";"Not dismissed";"0";0;"Male";"Higher education";87;1902;0;"Majority";"Single-party";1955-01-22;1958-01-10;1084;"Ap";1957;1958;"Utenriksminister";0;0;0;0;0;0;0;0;0;0;"1953-10-01";0;0;0;11,5427789185489;0;1957;55;5,83509833585477;"Gerhardsen";"Higher";997;1084;0;0;"Foreign affairs";0;0;0;0;2,4803331224928
"251";462;1957;1958-01-11;1960-12-15;"Gerhardsen V";"Lange";"Halvard Manthey";"DNA";"1957-10-07";"Leave of absence";"0";0;"Male";"Higher education";1069;1902;0;"Majority";"Single-party";1958-01-11;1961-09-30;1358;"Ap";1958;1960;"Utenriksminister";0;0;0;0;0;0;0;0;0;0;"1957-10-01";102;0;0;11,7809719370294;1;1958;56;6,83509833585477;"Gerhardsen";"Higher";0;1069;1;0;"Foreign affairs";0;0;0;0;2,50030201838505
"252";462;1957;1961-02-27;1961-09-30;"Gerhardsen V";"Lange";"Halvard Manthey";"DNA";"1957-10-07";"Not dismissed";"0";0;"Male";"Higher education";215;1902;0;"Majority";"Single-party";1958-01-11;1961-09-30;1358;"Ap";1961;1961;"Utenriksminister";0;0;0;0;0;0;0;0;0;0;"1957-10-01";102;0;0;14,7077344284736;1;1961;59;9,83509833585477;"Gerhardsen";"Higher";1143;1358;0;0;"Foreign affairs";0;0;0;0;2,7288678231311
"253";462;1961;1961-10-01;1963-08-27;"Gerhardsen VI";"Lange";"Halvard Manthey";"DNA";"1961-09-11";"Not dismissed";"0";0;"Male";"Higher education";695;1902;0;"Minority";"Single-party";1961-10-01;1963-08-27;695;"Ap";1961;1963;"Utenriksminister";1;1;0;1;0;0;0;0;0;0;"1961-10-01";130;0;0;15,2963723477071;1;1961;59;9,83509833585477;"Gerhardsen";"Higher";0;695;0;0;"Foreign affairs";0;0;0;1;2,76675379921515
"254";462;1961;1963-09-25;1965-10-11;"Gerhardsen VII";"Lange";"Halvard Manthey";"DNA";"1961-09-11";"Not dismissed";"0";0;"Male";"Higher education";747;1902;0;"Minority";"Single-party";1963-09-25;1965-10-11;747;"Ap";1963;1965;"Utenriksminister";0;1;1;0;0;0;0;0;0;0;"1961-10-01";130;0;0;17,1991786447639;1;1963;61;11,8350983358548;"Gerhardsen";"Higher";0;747;0;0;"Foreign affairs";0;0;0;0;2,88419254153021
"255";465;1945;1945-11-05;1946-12-22;"Gerhardsen II";"Langhelle";"Nils";"DNA";"1945-10-08";"Not dismissed";"0";0;"Male";"Higher education";412;1907;0;"Majority";"Single-party";1945-11-05;1950-01-10;1527;"Ap";1945;1946;"Arbeidsminister";0;0;0;0;0;0;0;0;0;0;"1945-10-01";0;0;0;0;0;1945;38;-11,1649016641452;"Gerhardsen";"Higher";0;412;0;0;"Administration";0;0;0;0;-5,90058205063081
"256";465;1945;1946-12-22;1950-01-10;"Gerhardsen II";"Langhelle";"Nils";"DNA";"1945-10-08";"Not dismissed";"0";0;"Male";"Higher education";1115;1907;0;"Majority";"Single-party";1945-11-05;1950-01-10;1527;"Ap";1946;1950;"Samferdselsminister";1;1;0;1;0;0;0;0;0;0;"1945-10-01";0;0;0;1,12799452429843;0;1946;39;-10,1649016641452;"Gerhardsen";"Higher";412;1527;0;0;"Transport";0;0;0;1;0,122865542330224
"257";465;1949;1950-01-11;1951-11-18;"Gerhardsen III";"Langhelle";"Nils";"DNA";"1949-10-10";"Not dismissed";"0";0;"Male";"Higher education";676;1907;0;"Majority";"Single-party";1950-01-11;1951-11-18;676;"Ap";1950;1951;"Arbeidsminister";0;1;1;0;0;0;0;0;0;0;"1949-10-01";0;0;0;4,18069815195072;0;1950;43;-6,16490166414523;"Gerhardsen";"Higher";0;676;0;0;"Administration";0;0;0;0;1,43178715529825
"258";465;1949;1951-11-19;1952-01-05;"Torp I";"Langhelle";"Nils";"DNA";"1949-10-10";"Not dismissed";"0";0;"Male";"Higher education";47;1907;0;"Majority";"Single-party";1951-11-19;1954-01-10;783;"Ap";1951;1952;"Samferdselsminister";1;2;1;0;1;0;0;0;0;0;"1949-10-01";0;0;0;6,03148528405202;0;1951;44;-5,16490166414523;"Torp";"Higher";0;47;0;0;"Transport";1;0;0;0;1,79835414918264
"259";465;1949;1952-01-05;1954-01-10;"Torp I";"Langhelle";"Nils";"DNA";"1949-10-10";"Not dismissed";"1";0;"Male";"Higher education";736;1907;0;"Majority";"Single-party";1951-11-19;1954-01-10;783;"Ap";1952;1954;"Forsvarsminister";0;2;2;0;0;0;0;0;0;0;"1949-10-01";0;0;0;6,16016427104723;0;1952;45;-4,16490166414523;"Torp";"Higher";47;783;0;0;"Defence";0;0;0;0;1,81943588980144
"260";465;1953;1954-01-11;1954-06-15;"Torp II";"Langhelle";"Nils";"DNA";"1953-10-12";"Not dismissed";"0";0;"Male";"Higher education";155;1907;0;"Majority";"Single-party";1954-01-11;1955-01-21;375;"Ap";1954;1954;"Forsvarsminister";0;2;2;0;0;0;0;0;0;0;"1953-10-01";1084;0;0;8,17522245037645;1;1954;47;-2,16490166414523;"Torp";"Higher";0;155;0;0;"Defence";0;0;0;0;2,10244661575392
"261";465;1953;1954-06-15;1955-01-21;"Torp II";"Langhelle";"Nils";"DNA";"1953-10-12";"Not dismissed";"1";0;"Male";"Higher education";220;1907;0;"Majority";"Single-party";1954-01-11;1955-01-21;375;"Ap";1954;1955;"Handelsminister";0;2;2;0;0;0;0;0;0;0;"1953-10-01";1084;0;0;8,59958932238193;1;1954;47;-2,16490166414523;"Torp";"Higher";155;375;0;0;"Trade";0;0;0;0;2,15298711850373
"262";470;1981;1981-10-14;1981-12-31;"Willoch I";"Langslet";"Lars Roar";"H";"1981-10-14";"Not dismissed";"0";0;"Male";"Higher education";78;1936;0;"Minority";"Single-party";1981-10-14;1983-06-07;601;"H";1981;1981;"Kulturminister";0;0;0;0;0;0;0;0;0;0;"1981-10-01";4396;0;0;0;1;1981;45;-4,16490166414523;"Willoch";"Higher";0;78;0;0;"Culture";0;0;0;0;3,58192058213912
"263";470;1981;1982-01-01;1983-06-07;"Willoch I";"Langslet";"Lars Roar";"H";"1981-10-14";"Not dismissed";"1";0;"Male";"Higher education";522;1936;0;"Minority";"Single-party";1981-10-14;1983-06-07;601;"H";1982;1983;"Kulturminister";0;0;0;0;0;0;0;0;0;0;"1981-10-01";4396;0;0;0,213552361396304;1;1982;46;-3,16490166414523;"Willoch";"Higher";79;601;0;0;"Culture";0;0;0;0;3,587920220413
"264";470;1981;1983-06-08;1985-09-30;"Willoch II";"Langslet";"Lars Roar";"H";"1981-10-14";"Not dismissed";"0";0;"Male";"Higher education";845;1936;0;"Majority";"Coalition";1983-06-08;1985-09-30;845;"H+KrF+Sp";1983;1985;"Kulturminister";0;0;0;0;0;0;0;0;0;0;"1981-10-01";4396;0;0;1,64271047227926;1;1983;47;-2,16490166414523;"Willoch";"Higher";0;845;0;0;"Culture";0;0;0;0;3,62675644813121
"265";470;1985;1985-10-01;1986-05-08;"Willoch III";"Langslet";"Lars Roar";"H";"1985-09-09";"Not dismissed";"0";0;"Male";"Higher education";219;1936;0;"Minority";"Coalition";1985-10-01;1986-05-08;219;"H+KrF+Sp";1985;1986;"Kulturminister";1;1;0;0;0;1;0;0;0;0;"1985-10-01";5636;0;0;3,95619438740589;1;1985;49;-0,164901664145233;"Willoch";"Higher";0;219;0;0;"Culture";0;0;1;0;3,68654956886893
"266";478;1961;1963-08-28;1963-09-24;"Lyng I";"Leiro";"Lars";"Sp";"1961-09-11";"Not dismissed";"0";0;"Male";"Higher education";27;1914;0;"Minority";"Coalition";1963-08-28;1963-09-24;27;"H+Sp+KrF+V";1963;1963;"Samferdselsminister";0;0;0;0;0;0;0;0;0;0;"1961-10-01";2894;0;0;0;1;1963;49;-0,164901664145233;"Lyng";"Higher";0;27;0;0;"Transport";0;0;0;0;2,87989805640249
"267";481;1953;1955-01-22;1956-12-28;"Gerhardsen IV";"Lid";"Mons";"DNA";"1953-10-12";"Unkown";"0";0;"Male";"High school";706;1896;0;"Majority";"Single-party";1955-01-22;1958-01-10;1084;"Ap";1955;1956;"Finansminister";0;0;0;0;0;0;0;0;0;0;"1953-10-01";0;0;0;0;0;1955;59;9,83509833585477;"Gerhardsen";"Lower";0;706;0;1;"Finance";0;0;0;0;2,22089832411994
"268";483;1945;1945-11-05;1946-02-02;"Gerhardsen II";"Lie";"Trygve Halvdan";"DNA";"1945-10-08";"Unknown";"0";0;"Male";"Higher education";89;1896;3958;"Majority";"Single-party";1945-11-05;1950-01-10;1527;"Ap";1945;1946;"Utenriksminister";0;0;0;0;0;0;0;0;0;0;"1945-10-01";2;0;1;0;1;1945;49;-0,164901664145233;"Gerhardsen";"Higher";0;89;0;1;"Foreign affairs";0;0;0;0;-5,90058205063081
"269";483;1961;1963-07-04;1963-08-27;"Gerhardsen VI";"Lie";"Tryve Halvdan";"DNA";"1961-09-11";"Not dismissed";"0";0;"Male";"Higher education";54;1896;3958;"Minority";"Single-party";1961-10-01;1963-08-27;695;"Ap";1963;1963;"Industriminister";0;0;0;0;0;0;0;0;0;0;"1961-10-01";2;0;0;11,0800821355236;1;1963;67;17,8350983358548;"Gerhardsen";"Higher";641;695;0;0;"Industry";0;0;0;0;2,87140838590143
"270";483;1961;1963-09-25;1963-10-19;"Gerhardsen VII";"Lie";"Tryve Halvdan";"DNA";"1961-09-11";"Leave of absence";"0";0;"Male";"Higher education";24;1896;3958;"Minority";"Single-party";1963-09-25;1965-10-11;747;"Ap";1963;1963;"Industriminister";0;0;0;0;0;0;0;0;0;0;"1961-10-01";2;0;0;11,2279260780287;1;1963;67;17,8350983358548;"Gerhardsen";"Higher";0;24;1;0;"Industry";0;0;0;0;2,88419254153021
